	-87.9400321	41.998131
	-87.9375121	41.99833
	-87.9374331	41.997431
	-87.9365211	41.99889
	-87.9359951	41.999733
	-87.9357001	41.999733
	-87.9360221	41.999364
	-87.9362561	41.999048
	-87.9364151	41.998835
	-87.9368161	41.998213
	-87.9371631	41.997664
	-87.9374731	41.997132
	-87.9376331	41.996788
	-87.9377591	41.996518
	-87.9379891	41.99598
	-87.9381691	41.995483
	-87.9382391	41.995292
	-87.9384561	41.994532
	-87.9385751	41.994001
	-87.9385801	41.993953
	-87.9388081	41.9936607
	-87.9389891	41.993429
	-87.9390661	41.99343
	-87.9399977	41.9934974
	-87.9398421	41.987523
	-87.9398331	41.9869192
	-87.9397911	41.984531
	-87.9397795	41.9830941
	-87.9396994	41.9773893
	-87.9398901	41.977031
	-87.9397422	41.9767847
	-87.9397021	41.975937
	-87.9396921	41.973303
	-87.9395841	41.96463
	-87.9370651	41.964629
	-87.9367841	41.964669
	-87.9368071	41.964734
	-87.9368651	41.965029
	-87.9367771	41.965441
	-87.9366971	41.965693
	-87.9366651	41.965729
	-87.9365051	41.965938
	-87.9359201	41.966527
	-87.9356001	41.966779
	-87.9351911	41.966894
	-87.9351611	41.964718
	-87.9339961	41.964716
	-87.9332271	41.964714
	-87.9331671	41.964714
	-87.9320241	41.964712
	-87.9319141	41.9599
	-87.9312461	41.959792
	-87.9267385	41.959078
	-87.9262431	41.959006
	-87.9260761	41.954665
	-87.9260741	41.954604
	-87.9252751	41.954458
	-87.9238591	41.954159
	-87.9234771	41.954071
	-87.9220331	41.953714
	-87.9220351	41.953763
	-87.9220641	41.954629
	-87.9221651	41.957429
	-87.9219891	41.958304
	-87.9202731	41.958196
	-87.9200001	41.958151
	-87.9191141	41.958045
	-87.9188461	41.958014
	-87.9182351	41.957928
	-87.9173971	41.957802
	-87.9168041	41.957701
	-87.9165541	41.957647
	-87.9164731	41.957625
	-87.9162471	41.957567
	-87.9159531	41.957482
	-87.9157301	41.957408
	-87.9156201	41.957368
	-87.9155441	41.957136
	-87.9154701	41.956909
	-87.9153211	41.956441
	-87.9152481	41.956209
	-87.9151991	41.95597
	-87.9151961	41.955954
	-87.9151511	41.955673
	-87.9150921	41.955256
	-87.9150911	41.955248
	-87.9150641	41.955007
	-87.9150491	41.954884
	-87.9150191	41.954393
	-87.9150124	41.9520769
	-87.9122399	41.951426
	-87.9122314	41.9523451
	-87.9086771	41.951963
	-87.9085281	41.951919
	-87.9082601	41.951851
	-87.9077851	41.951749
	-87.9075651	41.951706
	-87.9073751	41.951672
	-87.9066701	41.951546
	-87.9063501	41.951494
	-87.9052891	41.951339
	-87.9046821	41.951261
	-87.9034501	41.951133
	-87.9034121	41.95113
	-87.9023611	41.95105
	-87.9020821	41.951036
	-87.9019381	41.951029
	-87.9019351	41.951028
	-87.9014951	41.951006
	-87.9013491	41.950999
	-87.9005111	41.950926
	-87.8979991	41.950709
	-87.8971621	41.950637
	-87.8966981	41.950642
	-87.8962821	41.950649
